Reference Body,Name,LAN,AOP,SMA,Inclination,Eccentricity,Mass,Radius
Kepler-870,Kepler-870 b,168.4,7.5,,,,,1773001.6
Kepler-871,Kepler-871 b,150.5,5.7,,,,,2387832.8000000003
Kepler-872,Kepler-872 b,190.9,12.3,,,,,1272557.5999999999
Kepler-873,Kepler-873 b,98.0,13.7,,,,,2394982.0
Kepler-874,Kepler-874 b,314.8,13.9,,,,,2516518.4
Kepler-875,Kepler-875 b,112.2,0.3,,,,,1851642.8
Kepler-876,Kepler-876 b,289.6,5.0,,,,,915097.6
Kepler-877,Kepler-877 b,50.6,9.8,,,,,1351198.8
Kepler-878,Kepler-878 b,99.8,13.8,,,,,1229662.4
Kepler-879,Kepler-879 b,37.7,10.8,,,,,1637166.8
Kepler-880,Kepler-880 b,229.7,8.4,,,,,1694360.4
Kepler-939,Kepler-939 b,80.0,7.8,,,,,1115275.2
Kepler-940,Kepler-940 b,5.1,13.1,,,,,2130461.6
Kepler-941,Kepler-941 b,297.2,6.7,,,,,1966030.0000000002
Kepler-942,Kepler-942 b,87.7,12.8,,,,,1358348.0
Kepler-943,Kepler-943 b,288.1,9.0,,,,,3781926.8000000003
Kepler-944,Kepler-944 b,2.0,8.2,,,,,1680062.0
Kepler-945,Kepler-945 b,113.5,9.8,,,,,1680062.0
Kepler-946,Kepler-946 b,253.7,11.3,,,,,1229662.4
Kepler-947,Kepler-947 b,69.5,3.2,,,,,1451287.6
Kepler-948,Kepler-948 b,38.2,8.7,,,,,1179618.0
Kepler-949,Kepler-949 b,109.1,4.2,,,,,1858792.0
Kepler-411,Kepler-411 c,99.0,14.7,1105528264.4729998,-1.39,0.108000,1.576586778e+24,2816784.8000000003
Kepler-950,Kepler-950 b,52.6,3.3,,,,,5726509.2
Kepler-951,Kepler-951 b,48.5,3.0,,,,,3567450.8
Kepler-952,Kepler-952 b,332.0,14.1,,,,,4875754.4
Kepler-953,Kepler-953 b,117.3,13.5,,,,,2688099.2
Kepler-167,Kepler-167 d,33.5,3.2,2101850083.3350003,-0.65,0.120000,,764964.4
Kepler-167,Kepler-167 e,279.3,2.7,28273997562.3,-0.02,0.062000,,6477175.2
HIP 8541,HIP 8541 b,251.2,2.2,41887403796.0,,0.160000,1.0439715e+26,
Kepler-1341,Kepler-1341 b,239.5,10.2,,,,,1908836.4000000001
Kepler-1342,Kepler-1342 b,322.6,14.3,,,,,1058081.5999999999
Kepler-1343,Kepler-1343 b,87.4,7.7,,,,,1229662.4
Kepler-1344,Kepler-1344 b,93.1,2.4,,,,,1172468.8
Kepler-1345,Kepler-1345 b,240.5,3.3,,,,,1508481.2
Kepler-1346,Kepler-1346 b,64.8,4.5,,,,,1008037.2
Kepler-1347,Kepler-1347 b,300.8,9.3,,,,,657726.4
Kepler-1348,Kepler-1348 b,335.9,2.7,,,,,1236811.5999999999
Kepler-1349,Kepler-1349 b,134.8,4.7,,,,,443250.4
Kepler-1350,Kepler-1350 b,255.8,15.0,,,,,1608570.0
Kepler-1350,Kepler-1350 c,39.4,7.3,,,,,1100976.8
Kepler-1351,Kepler-1351 b,25.4,0.8,,,,,414653.60000000003
Wolf 1061,Wolf 1061 b,250.1,11.5,560992015.125,,0.150000,1.1407761299999999e+23,
Wolf 1061,Wolf 1061 c,300.7,8.6,1331421049.23,,0.110000,2.03669349e+23,
Wolf 1061,Wolf 1061 d,85.0,3.8,7031099922.9,,0.550000,4.59916899e+23,
KELT-14,KELT-14 b,265.2,11.7,449541601.45350003,-11.70,0.000000,2.43719892e+25,12461055.600000001
KELT-15,KELT-15 b,229.0,5.9,,-1.70,0.000000,2.4865503e+25,12439608.0
Kepler-1352,Kepler-1352 b,336.3,2.6,,,,,564786.8
BD-08 2823,BD-08 2823 b,79.3,7.5,897587224.1999999,,0.150000,7.59252e+23,
BD-08 2823,BD-08 2823 c,141.2,4.4,10172655207.6,,0.190000,6.263829e+24,
BD-06 1339,BD-06 1339 b,267.8,6.6,640278886.596,,0.000000,5.124951e+23,
BD-06 1339,BD-06 1339 c,314.5,14.8,6507507375.45,,0.310000,3.226821e+24,
BD+14 4559,BD+14 4559 b,301.8,7.8,11668633914.6,,0.290000,1.9740552e+25,
BD+15 2940,BD+15 2940 b,187.7,3.6,8063325230.7300005,,0.260000,2.1069243e+25,
BD+20 274,BD+20 274 b,242.8,14.3,19447723191.0,,0.210000,7.972146e+25,
BD+20 2457,BD+20 2457 b,119.9,7.4,15707776423.5,,0.150000,1.0551704670000001e+27,
BD+20 2457,BD+20 2457 c,143.3,1.7,30069172010.699997,,0.180000,2.36696811e+26,
HD 164595,HD 164595 b,108.1,3.6,3440751026.1000004,,0.088000,9.63870414e+23,
HAT-P-57,HAT-P-57 b,51.2,9.5,,-1.74,0.000000,2.6763632999999997e+25,12439608.0
HAT-P-50,HAT-P-50 b,250.5,9.3,677678354.271,-6.35,0.115000,2.5624755e+25,9208169.6
HAT-P-51,HAT-P-51 b,293.1,5.7,758311606.5783,-1.52,0.123000,5.8652217e+24,9243915.6
HAT-P-52,HAT-P-52 b,233.1,3.6,552614534.3658,-2.98,0.047000,1.5526703399999998e+25,7213542.799999999
HAT-P-53,HAT-P-53 b,37.3,2.3,472579673.5413,-3.80,0.134000,2.81682492e+25,9422645.6
HD 1461,HD 1461 c,280.2,12.1,1671008215.7189999,,0.305000,3.3388106700000005e+23,
HD 204313,HD 204313 c,281.0,12.4,3140059305.993,,0.155000,1.04966589e+24,
KIC 3558849,KIC 3558849 b,159.7,1.2,,-0.03,,,4403907.2
Kepler-881,Kepler-881 b,276.9,11.5,,,,,1136722.8
Kepler-882,Kepler-882 b,265.0,2.0,,,,,786412.0
Kepler-883,Kepler-883 b,254.9,4.5,,,,,1136722.8
Kepler-884,Kepler-884 b,314.4,6.8,,,,,786412.0
HATS-13,HATS-13 b,257.1,7.6,606918561.4299,-1.45,0.181000,1.0306845900000001e+25,8664830.4
HATS-14,HATS-14 b,34.6,1.5,570715876.7205,-1.17,0.142000,2.03289723e+25,7428018.8
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,342.6,3.0,13463808363.0,,,7.402707e+24,
HD 95872,HD 95872 b,315.9,7.2,77042903410.5,,0.060000,7.0990062e+25,
psi 1 Dra B,psi 1 Dra B b,6.9,3.0,66271856720.1,,0.400000,2.9041389e+25,
HD 5583,HD 5583 b,99.5,4.8,7928687147.1,,0.076000,1.09711914e+26,
BD+15 2375,BD+15 2375 b,237.2,12.2,8616837352.32,,0.001000,2.0139159299999998e+25,
K2-29,K2-29 b,111.5,12.2,630854220.7419,-3.34,0.066000,1.3856348999999999e+25,8507548.0
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,270.9,5.3,61933518469.799995,,,1.791644907e+24,
KELT-10,KELT-10 b,9.7,11.5,785388821.175,-1.39,,1.28883027e+25,10001730.8
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,203.0,12.9,23935659312.0,,,8.921210999999999e+24,
Kepler-885,Kepler-885 b,256.2,0.3,,,,,1594271.6
Kepler-886,Kepler-886 b,326.7,5.7,,,,,972291.2000000001
Kepler-887,Kepler-887 b,305.5,6.9,,,,,1172468.8
HIP 74890,HIP 74890 b,62.0,5.3,31415552847.0,,0.070000,4.555511999999999e+25,
Kepler-953,Kepler-953 c,202.7,0.8,,,,,757815.2
Kepler-1275,Kepler-1275 b,146.9,4.7,,,,,943694.4
Kepler-1276,Kepler-1276 b,112.4,12.9,,,,,757815.2
Kepler-1277,Kepler-1277 b,295.5,12.0,,,,,1022335.5999999999
Kepler-1278,Kepler-1278 b,171.5,1.1,,,,,643428.0
Kepler-1279,Kepler-1279 b,344.4,11.6,,,,,1115275.2
Kepler-1280,Kepler-1280 b,317.5,3.3,,,,,1193916.4000000001
Kepler-1281,Kepler-1281 b,80.9,0.5,,,,,1043783.2
Kepler-1282,Kepler-1282 b,340.5,8.2,,,,,986589.6000000001
Kepler-1283,Kepler-1283 b,197.1,8.4,,,,,1215364.0
Kepler-1284,Kepler-1284 b,80.6,11.4,,,,,772113.6
Kepler-1285,Kepler-1285 b,257.4,3.7,,,,,621980.3999999999
Kepler-1286,Kepler-1286 b,127.7,2.8,,,,,1372646.4000000001
Kepler-1287,Kepler-1287 b,355.5,12.2,,,,,979440.4
Kepler-1288,Kepler-1288 b,225.5,11.4,,,,,714920.0
Kepler-1289,Kepler-1289 b,192.7,2.7,,,,,972291.2000000001
Kepler-1290,Kepler-1290 b,260.8,14.3,,,,,907948.4
Kepler-1353,Kepler-1353 b,285.7,8.6,,,,,1151021.2
Kepler-1354,Kepler-1354 b,25.6,14.3,,,,,1894538.0
Kepler-1355,Kepler-1355 b,55.7,6.0,,,,,929396.0
Kepler-1356,Kepler-1356 b,216.0,8.3,,,,,972291.2000000001
Kepler-1357,Kepler-1357 b,275.7,6.2,,,,,815008.8
Kepler-1358,Kepler-1358 b,64.6,8.0,,,,,714920.0
Kepler-1359,Kepler-1359 b,186.0,5.4,,,,,1801598.4
Kepler-1360,Kepler-1360 b,56.8,10.2,,,,,2166207.6
Kepler-1361,Kepler-1361 b,7.2,9.5,,,,,550488.4
Kepler-1362,Kepler-1362 b,110.0,11.9,,,,,1658614.4000000001
Kepler-1363,Kepler-1363 b,121.8,10.8,,,,,800710.4
Kepler-1364,Kepler-1364 b,239.5,14.9,,,,,1372646.4000000001
Kepler-1365,Kepler-1365 b,189.1,11.1,,,,,586234.4
Kepler-1365,Kepler-1365 c,254.7,8.3,,,,,507593.19999999995
Kepler-1366,Kepler-1366 b,181.6,0.6,,,,,915097.6
Kepler-1367,Kepler-1367 b,45.0,7.4,,,,,586234.4
Kepler-1368,Kepler-1368 b,338.3,5.6,,,,,1050932.4
Kepler-1369,Kepler-1369 b,72.9,0.7,,,,,1715808.0
KIC 5951458,KIC 5951458 b,181.6,0.4,,-0.20,,,4210878.8
KOI-7892,KIC 8540376 b,213.6,9.4,,-0.70,,,2616607.1999999997
KOI-7892,KIC 8540376 c,1.8,3.4,,-0.30,,,1529928.8
KIC 9663113,KIC 9663113 b,82.8,6.0,,-0.23,,,2931172.0
KIC 10525077,KIC 10525077 b,132.5,6.3,,-0.14,,,3510257.1999999997
KIC 5437945,KIC 5437945 b,184.8,0.2,,-0.10,,,4082193.1999999997
K2-25,K2-25 b,356.7,7.6,,-1.70,0.270000,,2187655.2
HD 32963,HD 32963 b,87.6,3.2,51012873908.700005,,0.070000,1.3286909999999998e+25,
TYC 3667-1280-1,TYC 3667-1280-1 b,272.8,11.7,3141555284.7,,0.036000,1.0249902e+26,
Kepler-818,Kepler-818 b,334.6,8.2,,,,,3260035.2
Kepler-819,Kepler-819 b,293.6,1.7,,,,,1758703.2
Kepler-820,Kepler-820 b,177.4,6.4,,,,,3882015.6
Kepler-821,Kepler-821 b,85.8,10.9,,,,,836456.4
Kepler-822,Kepler-822 b,164.7,3.8,,,,,1129573.6
Kepler-823,Kepler-823 b,281.0,12.9,,,,,1000888.0000000001
Kepler-824,Kepler-824 b,259.6,6.8,,,,,1193916.4000000001
Kepler-825,Kepler-825 b,213.6,14.2,,,,,972291.2000000001
Kepler-825,Kepler-825 c,61.1,0.3,,,,,1172468.8
Kepler-887,Kepler-887 c,149.9,6.5,,,,,722069.2000000001
Kepler-888,Kepler-888 b,149.7,8.9,,,,,1122424.4
Kepler-889,Kepler-889 b,238.8,1.5,,,,,693472.4
Kepler-890,Kepler-890 b,110.2,4.9,,,,,5669315.600000001
Kepler-304,Kepler-304 e,349.5,0.8,,,,,764964.4
Kepler-891,Kepler-891 b,190.0,2.4,,,,,4089342.3999999994
Kepler-892,Kepler-892 b,135.3,3.0,,,,,1794449.2
Kepler-893,Kepler-893 b,103.5,13.7,,,,,1930284.0000000002
Kepler-894,Kepler-894 b,278.1,2.4,,,,,1773001.6
Kepler-895,Kepler-895 b,62.9,0.7,,,,,979440.4
Kepler-896,Kepler-896 b,62.7,13.2,,,,,1615719.2
Kepler-897,Kepler-897 b,107.2,3.4,,,,,1522779.5999999999
Kepler-898,Kepler-898 b,3.4,11.5,,,,,950843.6000000001
Kepler-899,Kepler-899 b,5.2,13.0,,,,,1708658.8
Kepler-900,Kepler-900 b,65.9,2.6,,,,,1329751.2
Kepler-901,Kepler-901 b,50.1,13.5,,,,,872202.4
Kepler-902,Kepler-902 b,217.3,10.7,,,,,1622868.4000000001
Kepler-903,Kepler-903 b,283.6,2.8,,,,,1279706.8
Kepler-903,Kepler-903 c,287.8,13.7,,,,,1615719.2
Kepler-1291,Kepler-1291 b,257.1,0.1,,,,,1058081.5999999999
Kepler-1292,Kepler-1292 b,295.2,12.7,,,,,1158170.4000000001
Kepler-1293,Kepler-1293 b,42.2,3.0,,,,,621980.3999999999
Kepler-1294,Kepler-1294 b,123.7,9.9,,,,,2037521.9999999998
Kepler-1295,Kepler-1295 b,13.0,4.4,,,,,986589.6000000001
Kepler-1296,Kepler-1296 b,271.7,7.7,,,,,579085.2000000001
Kepler-1297,Kepler-1297 b,198.2,12.4,,,,,621980.3999999999
Kepler-1298,Kepler-1298 b,38.0,2.9,,,,,836456.4
Kepler-1299,Kepler-1299 b,305.0,6.5,,,,,1901687.2000000002
Kepler-1300,Kepler-1300 b,204.6,12.5,,,,,872202.4
Kepler-1301,Kepler-1301 b,15.9,12.3,,,,,893650.0
Kepler-1302,Kepler-1302 b,76.3,0.6,,,,,915097.6
Kepler-1303,Kepler-1303 b,266.4,5.2,,,,,907948.4
Kepler-1304,Kepler-1304 b,100.3,8.5,,,,,1458436.7999999998
Kepler-1305,Kepler-1305 b,201.9,12.9,,,,,1201065.6
Kepler-1306,Kepler-1306 b,323.3,1.2,,,,,1215364.0
Kepler-1307,Kepler-1307 b,216.7,12.4,,,,,1572824.0
Kepler-1308,Kepler-1308 b,121.3,8.3,,,,,328863.2
Kepler-1309,Kepler-1309 b,186.3,7.9,,,,,1508481.2
Kepler-1370,Kepler-1370 b,322.7,12.6,,,,,1172468.8
Kepler-1370,Kepler-1370 c,176.1,9.9,,,,,807859.6
Kepler-1371,Kepler-1371 b,160.7,13.7,,,,,464698.0
Kepler-1371,Kepler-1371 c,301.4,7.6,,,,,407504.4
Kepler-1372,Kepler-1372 b,210.9,11.4,,,,,807859.6
Kepler-1373,Kepler-1373 b,169.8,5.8,,,,,736367.6
Kepler-1374,Kepler-1374 b,229.6,1.8,,,,,1458436.7999999998
Kepler-1375,Kepler-1375 b,111.6,13.7,,,,,1108126.0
Kepler-1376,Kepler-1376 b,10.8,1.3,,,,,672024.8
Kepler-1377,Kepler-1377 b,152.1,9.5,,,,,800710.4
Kepler-1378,Kepler-1378 b,133.2,8.9,,,,,1401243.2
Kepler-1379,Kepler-1379 b,342.9,9.5,,,,,829307.2000000001
Kepler-1380,Kepler-1380 b,286.5,1.7,,,,,915097.6
Kepler-1381,Kepler-1381 b,123.4,10.5,,,,,1436989.2000000002
Kepler-1382,Kepler-1382 b,214.2,13.5,,,,,1201065.6
Kepler-1383,Kepler-1383 b,291.3,6.3,,,,,900799.2
Kepler-1384,Kepler-1384 b,29.1,12.9,,,,,1236811.5999999999
Kepler-1385,Kepler-1385 b,65.1,9.3,,,,,543339.2
Kepler-826,Kepler-826 b,25.2,4.5,,,,,800710.4
Kepler-827,Kepler-827 b,123.1,4.4,,,,,3588898.4
Kepler-828,Kepler-828 b,188.9,9.4,,,,,965142.0000000001
Kepler-829,Kepler-829 b,180.7,13.4,,,,,1344049.6
Kepler-830,Kepler-830 b,150.7,3.4,,,,,1086678.4
Kepler-831,Kepler-831 b,239.9,0.5,,,,,807859.6
Kepler-832,Kepler-832 b,298.6,4.8,,,,,1315452.8
Kepler-833,Kepler-833 b,239.5,6.8,,,,,1286856.0
Kepler-834,Kepler-834 b,340.5,7.9,,,,,1286856.0
Kepler-835,Kepler-835 b,121.5,6.6,,,,,1780150.8
Kepler-836,Kepler-836 b,67.6,6.5,,,,,1744404.8
Kepler-837,Kepler-837 b,11.6,6.7,,,,,1630017.6
Kepler-838,Kepler-838 b,93.2,0.5,,,,,1744404.8
Kepler-839,Kepler-839 b,357.7,10.0,,,,,1637166.8
Kepler-840,Kepler-840 b,107.3,5.4,,,,,10888231.6
Kepler-841,Kepler-841 b,128.1,6.4,,,,,3338676.4000000004
Kepler-842,Kepler-842 b,28.6,3.6,,,,,1022335.5999999999
Kepler-843,Kepler-843 b,212.9,5.1,,,,,1651465.2000000002
Kepler-844,Kepler-844 b,133.8,4.7,,,,,1072380.0
Kepler-904,Kepler-904 b,97.0,5.5,,,,,1129573.6
Kepler-905,Kepler-905 b,276.6,2.6,,,,,900799.2
Kepler-906,Kepler-906 b,289.7,3.4,,,,,1344049.6
Kepler-907,Kepler-907 b,8.1,2.3,,,,,764964.4
Kepler-908,Kepler-908 b,70.6,9.6,,,,,779262.8
Kepler-909,Kepler-909 b,302.9,14.8,,,,,936545.2000000001
Kepler-910,Kepler-910 b,208.8,14.9,,,,,521891.6
Kepler-911,Kepler-911 b,144.8,2.0,,,,,1658614.4000000001
Kepler-912,Kepler-912 b,186.1,8.9,,,,,1787300.0
Kepler-913,Kepler-913 b,357.4,1.6,,,,,1315452.8
Kepler-914,Kepler-914 b,251.4,3.6,,,,,879351.6
Kepler-915,Kepler-915 b,33.3,4.0,,,,,957992.8
Kepler-916,Kepler-916 b,5.5,9.1,,,,,1122424.4
Kepler-917,Kepler-917 b,254.2,12.7,,,,,1215364.0
Kepler-918,Kepler-918 b,122.2,3.5,,,,,1108126.0
Kepler-919,Kepler-919 b,87.1,2.4,,,,,1436989.2000000002
Kepler-920,Kepler-920 b,166.8,1.7,,,,,1544227.2
Kepler-920,Kepler-920 c,317.3,12.2,,,,,2423578.8000000003
Kepler-921,Kepler-921 b,352.5,7.6,,,,,1830195.2
Kepler-1310,Kepler-1310 b,354.8,9.3,,,,,915097.6
Kepler-1311,Kepler-1311 b,201.1,7.3,,,,,793561.2
Kepler-1311,Kepler-1311 c,351.0,1.7,,,,,779262.8
Kepler-1312,Kepler-1312 b,98.8,5.6,,,,,1336900.4
Kepler-1313,Kepler-1313 b,216.8,4.4,,,,,1122424.4
Kepler-1314,Kepler-1314 b,116.1,2.6,,,,,3260035.2
Kepler-398,Kepler-398 d,141.2,8.5,,,,,564786.8
Kepler-1315,Kepler-1315 b,128.1,14.9,,,,,879351.6
Kepler-1316,Kepler-1316 b,355.1,0.7,,,,,2259147.2
Kepler-1317,Kepler-1317 b,273.1,13.8,,,,,993738.8
Kepler-1318,Kepler-1318 b,70.7,1.0,,,,,1980328.4000000001
Kepler-1319,Kepler-1319 b,234.3,14.1,,,,,857904.0
Kepler-1320,Kepler-1320 b,129.9,4.5,,,,,1086678.4
Kepler-401,Kepler-401 d,32.4,7.6,,,,,1451287.6
Kepler-1321,Kepler-1321 b,106.9,8.6,,,,,3138498.8
Kepler-1321,Kepler-1321 c,325.3,12.4,,,,,1529928.8
Kepler-1322,Kepler-1322 b,351.0,3.0,,,,,1029484.7999999999
Kepler-1323,Kepler-1323 b,314.1,5.2,,,,,972291.2000000001
Kepler-1324,Kepler-1324 b,204.4,7.3,,,,,965142.0000000001
Kepler-1386,Kepler-1386 b,46.0,8.8,,,,,793561.2
Kepler-1387,Kepler-1387 b,16.0,7.8,,,,,593383.6
Kepler-1388,Kepler-1388 b,217.7,13.9,,,,,1651465.2000000002
Kepler-1388,Kepler-1388 c,152.5,10.2,,,,,1444138.4000000001
Kepler-1388,Kepler-1388 d,52.5,12.8,,,,,1823046.0
Kepler-1388,Kepler-1388 e,39.8,7.6,,,,,1565674.8
Kepler-1389,Kepler-1389 b,336.5,8.2,,,,,1129573.6
Kepler-1390,Kepler-1390 b,148.2,1.7,,,,,750666.0
Kepler-1391,Kepler-1391 b,165.7,6.0,,,,,1072380.0
Kepler-1392,Kepler-1392 b,174.9,6.1,,,,,1251110.0
Kepler-1393,Kepler-1393 b,67.0,12.1,,,,,507593.19999999995
Kepler-1394,Kepler-1394 b,263.2,10.2,,,,,886500.8
Kepler-1395,Kepler-1395 b,24.1,10.2,,,,,507593.19999999995
Kepler-1396,Kepler-1396 b,164.3,14.6,,,,,1322602.0
Kepler-1397,Kepler-1397 b,311.8,1.0,,,,,1093827.6
Kepler-1398,Kepler-1398 b,141.8,4.6,,,,,571936.0
Kepler-1398,Kepler-1398 c,339.5,6.6,,,,,657726.4
Kepler-1399,Kepler-1399 b,324.7,4.4,,,,,800710.4
Kepler-775,Kepler-775 b,119.3,3.3,,,,,757815.2
Kepler-776,Kepler-776 b,239.8,14.2,,,,,815008.8
Kepler-777,Kepler-777 b,47.1,8.9,,,,,936545.2000000001
Kepler-778,Kepler-778 b,0.2,3.7,,,,,1072380.0
Kepler-779,Kepler-779 b,309.5,10.0,,,,,586234.4
Kepler-780,Kepler-780 b,51.1,13.8,,,,,564786.8
Kepler-271,Kepler-271 d,180.5,4.9,,,,,421802.8
Kepler-781,Kepler-781 b,323.5,11.9,,,,,1844493.6
Kepler-782,Kepler-782 b,303.3,12.7,,,,,2044671.1999999997
Kepler-783,Kepler-783 b,49.5,10.3,,,,,500444.00000000006
Kepler-784,Kepler-784 b,32.0,0.9,,,,,1008037.2
Kepler-785,Kepler-785 b,257.1,14.9,,,,,8307370.399999999
Kepler-786,Kepler-786 b,233.9,13.2,,,,,1551376.4
Kepler-787,Kepler-787 b,303.4,9.4,,,,,815008.8
Kepler-788,Kepler-788 b,51.4,9.3,,,,,1622868.4000000001
Kepler-789,Kepler-789 b,154.9,4.5,,,,,1351198.8
Kepler-790,Kepler-790 b,327.4,14.1,,,,,1386944.8
Kepler-791,Kepler-791 b,341.5,1.4,,,,,1944582.4000000001
Kepler-251,Kepler-251 c,278.6,14.5,1825094022.54,,,,1765852.4
Kepler-251,Kepler-251 d,271.0,0.8,2722681246.74,,,,1765852.4
Kepler-251,Kepler-251 e,303.8,10.8,6043753976.280001,,,,1765852.4
Kepler-252,Kepler-252 b,52.5,7.5,867667650.0600001,,,,786412.0
Kepler-252,Kepler-252 c,37.1,2.3,1196782965.6000001,,,,1372646.4000000001
Kepler-253,Kepler-253 b,71.2,10.5,688150205.22,,,,1036633.9999999999
Kepler-253,Kepler-253 c,102.7,10.3,1331421049.23,,,,1687211.2
Kepler-253,Kepler-253 d,333.4,2.5,1944772319.1000001,,,,2023223.5999999999
Kepler-254,Kepler-254 b,274.9,14.1,957426372.48,,,,2466474.0
Kepler-254,Kepler-254 c,184.7,2.0,1570777642.35,,,,1372646.4000000001
Kepler-254,Kepler-254 d,201.3,2.4,2079410402.7300003,,,,1594271.6
Kepler-255,Kepler-255 b,27.2,1.1,942466585.41,,,,986589.6000000001
Kepler-255,Kepler-255 c,40.4,1.3,1376300410.44,,,,1908836.4000000001
Kepler-256,Kepler-256 b,58.0,13.0,403914250.89,,,,1015186.3999999999
Kepler-256,Kepler-256 c,167.0,2.2,673190418.15,,,,1372646.4000000001
Kepler-256,Kepler-256 d,267.6,12.0,957426372.48,,,,1579973.2
Kepler-256,Kepler-256 e,274.4,14.1,1436139558.72,,,,1501332.0
Kepler-286,Kepler-286 b,183.2,6.9,403914250.89,,,,793561.2
Kepler-286,Kepler-286 c,172.4,10.9,628311056.94,,,,872202.4
Kepler-286,Kepler-286 d,259.2,8.2,912547011.27,,,,850754.7999999999
Kepler-286,Kepler-286 e,17.7,1.3,2632922524.3199997,,,,1129573.6
Kepler-287,Kepler-287 b,96.1,3.5,2169169125.1499996,,,,1487033.5999999999
Kepler-287,Kepler-287 c,189.7,9.6,3680107619.22,,,,2080417.2
Kepler-288,Kepler-288 b,89.3,5.3,972386159.5500001,,,,1065230.8
Kepler-288,Kepler-288 c,202.9,8.5,2094370189.8000002,,,,1815896.8
Kepler-288,Kepler-288 d,37.2,0.6,4293458889.0899997,,,,1701509.5999999999
Kepler-289,Kepler-289 b,64.8,2.1,3141555284.7,-0.41,,4.365699e+23,1372646.4000000001
Kepler-289,Kepler-289 c,95.8,4.9,7629491405.7,-0.21,,7.972145999999999e+24,7392272.8
Kepler-289,Kepler-289 d,37.5,2.5,4936729733.1,-0.27,,2.467569e+23,1708658.8
Kepler-290,Kepler-290 b,292.4,12.0,1645576577.7,,,,1436989.2000000002
Kepler-290,Kepler-290 c,292.9,13.1,3066756349.35,,,,1722957.2
Kepler-291,Kepler-291 b,359.4,7.8,703109992.29,,,,1379795.6
Kepler-291,Kepler-291 c,304.4,7.1,972386159.5500001,,,,1201065.6
Kepler-292,Kepler-292 b,43.7,7.4,523592547.45000005,,,,843605.6
Kepler-318,Kepler-318 c,271.0,1.8,1570777642.35,,,,2344937.6
Kepler-319,Kepler-319 b,24.2,12.3,762949140.5699999,,,,1036633.9999999999
Kepler-319,Kepler-319 c,100.3,6.3,1032225307.83,,,,1680062.0
Kepler-319,Kepler-319 d,146.1,9.3,2857319330.37,,,,1458436.7999999998
Kepler-320,Kepler-320 b,315.1,0.8,1271581900.95,,,,729218.3999999999
Kepler-320,Kepler-320 c,70.2,0.9,2124289763.9399998,,,,872202.4
Kepler-321,Kepler-321 b,300.2,0.7,852707862.99,,,,1129573.6
Kepler-321,Kepler-321 c,181.8,8.0,1645576577.7,,,,1479884.4
Kepler-322,Kepler-322 b,355.5,2.5,403914250.89,,,,643428.0
Kepler-322,Kepler-322 c,151.0,11.8,762949140.5699999,,,,1065230.8
Kepler-323,Kepler-323 b,355.6,2.6,418874037.96000004,,,,915097.6
Kepler-323,Kepler-323 c,261.9,13.4,688150205.22,,,,1036633.9999999999
Kepler-324,Kepler-324 b,24.3,7.6,747989353.5,,,,729218.3999999999
Kepler-324,Kepler-324 c,15.7,13.6,3889544638.2000003,,,,2008925.2000000002
Kepler-325,Kepler-325 b,227.4,4.0,792868714.7099999,,,,1858792.0
Kepler-325,Kepler-325 c,338.4,12.6,1570777642.35,,,,1622868.4000000001
Kepler-325,Kepler-325 d,359.0,11.4,3291153155.4,,,,1780150.8
Kepler-326,Kepler-326 b,124.5,6.4,478713186.24,,,,972291.2000000001
Kepler-326,Kepler-326 c,102.1,13.1,762949140.5699999,,,,893650.0
Kepler-326,Kepler-326 d,346.9,10.8,987345946.62,,,,772113.6
Kepler-327,Kepler-327 b,295.3,11.0,433833825.03000003,,,,707770.8
Kepler-327,Kepler-327 c,153.4,6.2,703109992.29,,,,657726.4
Kepler-327,Kepler-327 d,287.0,1.2,1346380836.3,,,,1100976.8
Kepler-328,Kepler-328 b,159.3,4.1,,,,1.7083169999999998e+24,1465586.0
Kepler-328,Kepler-328 c,29.4,10.7,,,,2.3536812e+24,3445914.4
Kepler-329,Kepler-329 b,352.6,5.3,912547011.27,,,,893650.0
Kepler-329,Kepler-329 c,283.7,8.3,1690455938.91,,,,1229662.4
Kepler-330,Kepler-330 b,182.9,9.9,1121984030.25,,,,857904.0
Kepler-330,Kepler-330 c,214.3,5.7,1735335300.1200001,,,,1243960.7999999998
Kepler-331,Kepler-331 b,242.8,10.2,972386159.5500001,,,,1158170.4000000001
Kepler-331,Kepler-331 c,70.5,6.1,1570777642.35,,,,1172468.8
Kepler-331,Kepler-331 d,25.4,5.8,2378606144.13,,,,1043783.2
Kepler-332,Kepler-332 b,230.8,5.5,1047185094.9000001,,,,743516.7999999999
Kepler-332,Kepler-332 c,282.9,9.1,1705415725.98,,,,693472.4
Kepler-332,Kepler-332 d,97.6,10.1,2827399756.23,,,,750666.0
Kepler-333,Kepler-333 b,114.9,6.0,1301501475.09,,,,843605.6
Kepler-333,Kepler-333 c,142.7,14.7,2019571254.45,,,,707770.8
Kepler-334,Kepler-334 b,317.4,12.5,912547011.27,,,,714920.0
Kepler-334,Kepler-334 c,40.0,13.0,1600697216.49,,,,915097.6
Kepler-334,Kepler-334 d,129.4,3.6,2513244227.76,,,,900799.2
